股票代码,最新价,涨跌额,涨跌幅(%),timestamp,成交量(手),成交额(元),今开,最高,最低,昨收,导出时间
000001,11.03,-0.09,-0.81,2026-04-07 15:04:42+08:00,607955.21,671322754.77,11.12,11.14,10.97,11.12,2026-04-08 08:58:59
