timestamp,open,high,low,close,volume
2026-03-09 00:00:00+08:00,38.9,39.18,38.75,38.79,76677490
2026-03-10 00:00:00+08:00,38.94,39.24,38.8,39.22,61371700
2026-03-11 00:00:00+08:00,39.3,39.5,38.95,39.5,68940710
2026-03-12 00:00:00+08:00,39.45,39.58,39.33,39.5,52772330
2026-03-13 00:00:00+08:00,39.46,40.05,39.35,39.76,76527668
2026-03-16 00:00:00+08:00,39.77,40.04,39.64,39.91,61094451
2026-03-17 00:00:00+08:00,39.89,40.36,39.83,40.12,65622927
2026-03-18 00:00:00+08:00,40.13,40.32,39.79,39.92,70583141
2026-03-19 00:00:00+08:00,39.88,40.04,39.7,39.77,65024684
2026-03-20 00:00:00+08:00,39.85,40.08,39.66,39.75,61580273
2026-03-23 00:00:00+08:00,39.58,39.7,38.55,38.68,95773829
2026-03-24 00:00:00+08:00,38.8,39.32,38.73,39.25,61633642
2026-03-25 00:00:00+08:00,39.33,39.4,38.94,39.26,65381669
2026-03-26 00:00:00+08:00,39.15,39.69,39.14,39.56,61679007
2026-03-27 00:00:00+08:00,39.5,39.7,39.25,39.44,46800671
2026-03-30 00:00:00+08:00,39.24,39.57,39.13,39.48,64605410
2026-03-31 00:00:00+08:00,39.54,39.73,39.28,39.32,66309671
2026-04-01 00:00:00+08:00,39.56,40.04,39.42,39.82,88152581
2026-04-02 00:00:00+08:00,39.86,39.92,39.58,39.76,53462988
2026-04-03 00:00:00+08:00,39.76,39.82,39.36,39.4,46448537
2026-04-07 00:00:00+08:00,39.39,39.6,38.96,38.99,52836661
